time,pmt_high_voltage,pmt_current,v_p2p_ch1,v_rms_ch1,v_p2p_ch2,v_rms_ch2
1742899672.297402,1265.2,153.75,0.0479999967,0.0115543734,0.0592,0.0125436848
1742899675.6329224,1270.2,154.515,0.0504000001,0.0161717217,0.0576000027,0.0135442549
1742899679.227363,1275.2,155.27,0.0472000018,0.0142561793,0.0535999984,0.0111297322
1742899682.5897148,1280.2,156.05,0.0519999973,0.0119832065,0.057599999,0.0112854186
1742899686.0753078,1285.2,156.805,0.0487999991,0.0167963449,0.0527999997,0.0127917938
1742899689.683859,1290.2,157.57,0.0520000048,0.0172129944,0.0552000031,0.0137364892
1742899692.9156013,1295.2,158.325,0.0487999991,0.0169796869,0.055999998,0.0131091643
1742899696.407716,1300.1,159.075,0.0511999987,0.0118220663,0.0568000004,0.0130319614
1742899699.7700715,1305.2,159.85,0.0504000001,0.0110260965,0.0552000031,0.0112870112
1742899703.0617127,1310.1,160.61,0.0480000004,0.0175564811,0.0520000011,0.0110481204
1742899706.531506,1315.1,161.36,0.0520000011,0.0115849683,0.057599999,0.0111991884
1742899709.8059404,1320.1,162.12,0.0460000038,0.0174656063,0.0599999987,0.0110730929
1742899713.2754416,1325.0,162.875,0.0420000032,0.0157283377,0.0599999987,0.0112162381
1742899716.7726889,1330.1,163.65,0.0480000004,0.0169890616,0.055999998,0.0130182803
1742899720.073643,1335.1,164.405,0.0496000014,0.0159934908,0.0592,0.0126713719
1742899723.4248974,1340.1,165.16,0.0496000014,0.0144541273,0.057599999,0.0112732518
1742899726.9252179,1345.0,165.92,0.0456000008,0.0154809877,0.057599999,0.0128161628
1742899730.4187224,1350.0,166.675,0.0520000048,0.0155069092,0.0520000011,0.0129493391
1742899733.7564135,1355.0,167.45,0.0511999987,0.0163600147,0.0599999987,0.0123995272
1742899737.071383,1360.0,168.205,0.0463999994,0.0120378118,0.0607999973,0.012671628
1742899740.3887873,1365.0,168.97,0.0472000018,0.0115747731,0.060800001,0.0110784303
1742899743.789401,1370.1,169.725,0.0504000001,0.0120029412,0.0623999983,0.0129908863
1742899747.0305097,1375.1,170.49,0.0447999984,0.0167369246,0.0584000014,0.0124284541
