time,pmt_high_voltage,pmt_current,v_p2p_ch1,v_rms_ch1,v_p2p_ch2,v_rms_ch2
1741442156.7305193,2215.1,298.25,26.2000007629,2.150529623,25.2000007629,2.2436180115
1741442162.3590076,2220.0,299.01,35.6000022888,1.3120185137,30.2000007629,1.4606482983
1741442167.9583578,2224.9,299.75,35.6000022888,1.4503825903,26.6000003815,1.1553658247
1741442173.5080097,2230.1,300.55,32.4000015259,2.992210865,35.6000022888,3.1257936954
1741442179.3018916,2234.5,301.3,35.6000022888,2.8777575493,35.6000022888,2.7876222134
1741442184.7270527,2240.0,302.04,35.6000022888,3.1875686646,35.6000022888,3.6029179096
1741442190.2494864,2245.0,302.81,35.6000022888,3.7679829597,35.6000022888,3.3127858639
1741442195.6974397,2249.9,303.595,35.6000022888,3.7978954315,35.6000022888,4.892373085
1741442201.1612158,2255.1,304.41,35.6000022888,4.2189970016,35.6000022888,5.306344986
1741442207.0628638,2259.6,305.18,33.0,2.3526916504,35.6000022888,5.1339325905
1741442212.562302,2264.9,305.97,35.6000022888,6.6078362465,35.6000022888,6.6015181541
1741442218.2876096,2270.0,306.82,35.6000022888,11.4140710831,35.6000022888,6.2156233788
1741442223.9496796,2275.1,307.585,35.6000022888,6.126994133,35.6000022888,7.2878146172
1741442229.8475347,2280.0,308.505,35.4000015259,3.7978112698,35.6000022888,8.4377479553
